ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Media_IDs,Position,Audio_Start,Audio_End,graid,add_orthography,Text_ID,refind,refindFK,isnref
kasuari_0012,mckalamang,eh kasa eh bal wa me inun,#	eh	kasa—	eh	bal	wa	me	in	-un,#	FIL	NC	FIL	dog	PROX	TOP	name	-3POSS,"This casso-- eh, this dog's name was",en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,31193,33473,#	nc	nc	nc	np.n:dt_poss	rn	other	np:s	-rn_pro.n:poss,,kasuari,∅	∅	∅	∅	103	∅	∅	∅	103,∅	∅	∅	∅	103	∅	∅	∅	103,∅	∅	∅	∅	∅	∅	∅	∅	∅
kasuari_0013,mckalamang,dolok,Dolok,Dolok,Dolok.,en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,34137,35010,pn_np:pred,,kasuari,∅,∅,∅
kasuari_0014,mckalamang,dolok dolok bal me inun dolok yo,Dolok	Dolok	bal	me	in	-un	Dolok	yo,Dolok	Dolok	dog	DIST	name	-3POSS	Dolok	yes,"Dolok, Dolok, that dog's name is Dolok, yes.",en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,37029,40270,nc	nc	np.n:dt_poss	rn	np:s	-rn_pro.n:poss	pn_np.n:pred	other,,kasuari,∅	∅	103	∅	∅	103	∅	∅,∅	∅	103	∅	∅	103	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅
kasuari_0015,mckalamang,la ma kasawariat sarie,#	la	ma	kasawari	=at	sarie,#	then	3SG	cassowary	=OBJ	chase,Then he chases a cassowary.,en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,40270,42830,##	other	pro.n:a	np.n:p	=rn	v:pred,,kasuari,∅	∅	103	104	∅	∅,∅	∅	103	104	∅	∅,∅	∅	∅	new	∅	∅
kasuari_0016,mckalamang,ma sabaorga kasawariat sarie sabaor keleungga,#	ma	Sabaor	=ga	kasawari	=at	sarie	Sabaor	kele-un	=gga,#	3SG	Buruwai	=LAT	cassowary	=OBJ	chase	Buruwai	mainland-3POSS	=LAT,"He chased the cassowary from Sebakor, from the Buruwai's land.",en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,43409,48480,##	pro.n:a	pn_np:l	=rn	np.n:p	=rn	v:pred	nc_pn_np	nc	nc,,kasuari,∅	103	107	∅	104	∅	∅	107	∅	∅,∅	103	107	∅	104	∅	∅	107	∅	∅,∅	∅	new	∅	∅	∅	∅	∅	∅	∅
kasuari_0017,mckalamang,sarieni mindi bo,#	ZERO	ZERO	sarie-n	=i	mindi	bo,#	ZERO	ZERO	chase-N	=PLNK	like_that	go,(He) chased (it) until,en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,48985,50849,##	0.n:a	0.n:p	lv	=lv	other	lv,,kasuari,∅	103	104	∅	∅	∅	∅,∅	103	104	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅
kasuari_0018,mckalamang,uninsineingga bara,uninsinei	=ngga	bara,Teluk_Buruwai	=LAT	descend,(they) came down to Uninsinei,en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,51801,53153,pn_np:g	=rn	v:pred,,kasuari,106	∅	∅,106	∅	∅,∅	∅	∅
kasuari_0019,mckalamang,uninsineingga,#	ZERO	uninsinei	=ngga,#	ZERO	Teluk_Buruwai	=LAT,"To Uninsinei,",en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,54540,55760,#	0.n:s	nc_pn_np	nc,,kasuari,∅	102	106	∅,∅	102	106	∅,∅	∅	∅	∅
kasuari_0020,mckalamang,uninsineingga bara,uninsinei	=ngga	bara,Teluk_Buruwai	=LAT	descend,(they) came down to Uninsinei.,en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,55760,57529,pn_np:g	=rn	v:pred,,kasuari,106	∅	∅,106	∅	∅,∅	∅	∅
kasuari_0021,mckalamang,ma yie kasawari he bara yie balnan yie,#	ma	yie	#	kasawari	he	bara	yie	#	bal-nan	yie,#	3SG	swim	#	cassowary	IAM	descend	swim	#	dog-too	swim,"He swam, the cassowary came down and swam, the dog swam too.",en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,58721,63649,##	pro.n:s	v:pred	##	np.n:s	other	lv	v:pred	##	np.n:s	v:pred,,kasuari,∅	104	∅	∅	104	∅	∅	∅	∅	103	∅,∅	104	∅	∅	104	∅	∅	∅	∅	103	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
kasuari_0022,mckalamang,bal yieyie kasawarinan yieyie yieyie yieyie yieyie,#	bal	yie-yie	#	kasawari-nan	yie-yie	yie-yie	yie-yie	yie-yie,#	dog	swim-RED	#	cassowary-too	swim-RED	swim-RED	swim-RED	swim-RED,"The dog swam and swam, the cassowary swam and swam too, swam on and on.",en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,64273,68817,##	np.n:s	v:pred	##	np.n:s	v:pred	nc	nc	nc,,kasuari,∅	103	∅	∅	104	∅	∅	∅	∅,∅	103	∅	∅	104	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅
kasuari_0023,mckalamang,[UNCLEAR],#	[UNCLEAR],#	NC,[UNCLEAR],en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,69831,72171,#nc	nc,,kasuari,∅	∅,∅	∅,∅	∅
kasuari_0024,mckalamang,buok keledok mu wuorma,#	buok	kele-dok	mu	wuorma,#	betel	mountain	3PL	cut_down_a_tree,They cut a forest betel.,en,WORD_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,75183,78203,##	np:p	rn	pro.n:a	v:pred,,kasuari,∅	105	∅	102	∅,∅	105	∅	102	∅,∅	new	∅	∅	∅
kasuari_0025,mckalamang,buok keledok buok keledoat ma worma,#	buok	kele-dok	buok	kele-do	=at	ma	worma,#	betel	mountain	betel	mountain	=OBJ	3SG	cut_down_a_tree,He cut a forest betel.,en,WORD_ALIGNED,"Technically, <0004> could refer to an unintroduced referent, but is likely the cassowary.",kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,80329,82905,##	nc_np	nc	np:p	rn	=rn	pro.n:a	v:pred,,kasuari,∅	∅	∅	105	∅	∅	104	∅,∅	∅	∅	105	∅	∅	104	∅,∅	∅	∅	∅	∅	∅	∅	∅
kasuari_0026,mckalamang,ma worma ma toni nasambungi mara ba balunat rewet,#	ma	ZERO	worma	#	ma	toni	#	ZERO	ZERO	nasambung	=i	mara	ba	#	ZERO	bal	-un	=at	rew	=et,#	3SG	ZERO	cut_down_a_tree	#	3SG	want	#	ZERO	ZERO	connect	=PLNK	move_towards_land	so_that	#	ZERO	dog	-3POSS	=OBJ	get	=IRR,"He cut (it), he wanted to connect (the tree, towards land) so that he (could) get his dog.",en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,84465,87800,##	pro.n:a	0:p	v:pred	##	pro.n:s	v:pred	#cc:other	0.n:a	0:p	lv	=lv	v:pred	other	##	0.n:a	np.n:p	-rn_pro.n:poss	=rn	v:pred	=rv,,kasuari,∅	104	105	∅	∅	104	∅	∅	104	105	∅	∅	∅	∅	∅	104	103	104	∅	∅	∅,∅	104	105	∅	∅	104	∅	∅	104	105	∅	∅	∅	∅	∅	104	103	104	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
kasuari_0027,mckalamang,balunat rewet ma bo ma mara balunat rewet,#	ZERO	bal	-un	=at	rew	=et	#	ma	bo	ma	mara	bal	-un	=at	rew	=et,#	ZERO	dog	-3POSS	=OBJ	get	=IRR	#	3SG	go	3SG	move_towards_land	dog	-3POSS	=OBJ	get	=IRR,"(He wanted to) get his dog, he went towards land to get his dog.",en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,87800,93223,##	0.n:a	np:p	-rn_pro.n:poss	=rn	v:pred	=rv	##	nc_pro.n	nc	pro.n:a	lv	np:p	-rn_pro.n:poss	=rn	v:pred	=rv,,kasuari,∅	104	103	104	∅	∅	∅	∅	104	∅	104	∅	103	104	∅	∅	∅,∅	104	103	104	∅	∅	∅	∅	104	∅	104	∅	103	104	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
kasuari_0028,mckalamang,mera ba se eranun ba ma he jadi...,#	mera	ba	ZERO	se	eranun	ba	#	ma	he	jadi,#	then	then	ZERO	IAM	cannot	but	#	3SG	IAM	become,"Then it wasn't possible, then he became...",en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,93223,96383,##	other	other	0.n:s	other	v:pred	other	##	pro.n:s	other	lv,,kasuari,∅	∅	∅	∅	∅	∅	∅	∅	103	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	103	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
kasuari_0029,mckalamang,sarit,sarit,shoal,a shoal--,en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,97369,98080,np:pred,,kasuari,108,108,new
kasuari_0030,mckalamang,[AUDIENCE] ma tarambur to ma he nasuarik ma nasuarik jadi sarit,#	ma	tarambur	to	#	ma	he	nasuarik	#	ma	nasuarik	jadi	sarit,#	3SG	NC	right	#	3SG	IAM	scattered	#	3SG	scattered	become	shoal,"[AUDIENCE] He scattered, right, he scattered, became a shoal.",en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,98118,98561,#nc	nc_pro.n	nc	nc	##	nc_pro.n	nc	nc	##	nc_pro.n	nc	nc	nc_np,,kasuari,∅	103	∅	∅	∅	103	∅	∅	∅	103	∅	∅	108,∅	103	∅	∅	∅	103	∅	∅	∅	103	∅	∅	108,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
kasuari_0031,mckalamang,ma he kararak,#	ma	he	kararak,#	3SG	IAM	dry,He was already dry.,en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,98561,99873,##	pro.n:s	other	v:pred,,kasuari,∅	103	∅	∅,∅	103	∅	∅,∅	∅	∅	∅
kasuari_0032,mckalamang,ma he kararak,#	ma	he	kararak,#	3SG	IAM	dry,He was already dry.,en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,101153,102161,##	pro.n:s	other	v:pred,,kasuari,∅	103	∅	∅,∅	103	∅	∅,∅	∅	∅	∅
kasuari_0033,mckalamang,kararakte jadi,#	ZERO	kararak	=te	jadi,#	ZERO	dry	=NFIN	become,"Drying, he became",en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,102560,103650,#	0.n:s	v:pred	=rv	rv,,kasuari,∅	103	∅	∅	∅,∅	103	∅	∅	∅,∅	∅	∅	∅	∅
kasuari_0034,mckalamang,sarit,sarit,shoal,a shoal.,en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,105377,106001,rv,,kasuari,108,108,∅
kasuari_0035,mckalamang,mera ma eranun ma he mengga yie yie yie yie yie,#	mer	=a	ma	eranun	#	ma	he	mengga	yie	yie	yie	yie	yie,#	DIST.OBJ	=FOC	3SG	cannot	#	3SG	IAM	DIST.LAT	swim	swim	swim	swim	swim,"He couldn't do that, he swam and swam from there.",en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,107639,108960,##	dem_pro:p	=rn	pro.n:a	v:pred	##	pro.n:s	other	lv	v:pred	nc	nc	nc	nc,,kasuari,∅	117	∅	103	∅	∅	103	∅	∅	∅	∅	∅	∅	∅,∅	117	∅	103	∅	∅	103	∅	∅	∅	∅	∅	∅	∅,∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
kasuari_0036,mckalamang,[AUDIENCE] sarit reidak,#	sarit	reidak,#	shoal	much,[AUDIENCE] Many shoals.,en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,108967,110265,#nc	nc	nc,,kasuari,∅	∅	∅,∅	∅	∅,∅	∅	∅
kasuari_0037,mckalamang,kasowari yie bal yie sampai ma,#	kasowari	yie	#	bal	yie	sampai	#	ma,#	cassowary	swim	#	dog	swim	until	#	3SG,"The cassowary swam, the dog swam until he",en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,113840,117121,##	np.n:s	v:pred	##	np.n:s	v:pred	rv	##	pro.n:s,,kasuari,∅	104	∅	∅	103	∅	∅	∅	103,∅	104	∅	∅	103	∅	∅	∅	103,∅	∅	∅	∅	∅	∅	∅	∅	∅
kasuari_0038,mckalamang,wilak watko,wilak	watko,sea	PROX.LOC,(was in) the sea here.,en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,117433,118569,np:pred_l	adp,,kasuari,109	∅,109	∅,new	∅
kasuari_0039,mckalamang,ma koi bore gos ketkeingga era eh gos ketkeingga era,#	ma	koi	bo-re	Gos Ketkein	=gga	era	eh	Gos Ketkein	=gga	era,#	3SG	then	go-NFIN	Gos_Ketkein	=LAT	move_up	HES	Gos_Ketkein	=LAT	move_up,Then he went up to Gos Ketkein.,en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,119561,125065,##	pro.n:s	other	lv	pn_np:g	=rn	v:pred	nc	nc_pn_np	nc	nc,,kasuari,∅	103	∅	∅	110	∅	∅	∅	110	∅	∅,∅	103	∅	∅	110	∅	∅	∅	110	∅	∅,∅	∅	∅	∅	new	∅	∅	∅	∅	∅	∅
kasuari_0040,mckalamang,ma kadenunat wandi muk,#	ma	kaden	-un	=at	wandi	muk,#	3SG	body	-3POSS	=OBJ	like_this	shake,He shook his body like this.,en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,125713,127977,##	pro.n:a	np:p	-rn_pro.n:poss	=rn	other	v:pred,,kasuari,∅	103	111	103	∅	∅	∅,∅	103	111	103	∅	∅	∅,∅	∅	bridging	∅	∅	∅	∅
kasuari_0041,mckalamang,ma kadenunat muk,#	ma	kaden	-un	=at	muk,#	3SG	body	-3POSS	=OBJ	shake,He shook his body.,en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,128361,129559,##	pro.n:a	np:p	-rn_pro.n:poss	=rn	v:pred,,kasuari,∅	103	111	103	∅	∅,∅	103	111	103	∅	∅,∅	∅	∅	∅	∅	∅
kasuari_0042,mckalamang,muk to dia goyang badan bagitu,#	muk	to	dia	goyang	badan	bagitu,#	rock	right	NC	NC	NC	NC,...,en,MORPHEME_ALIGNED,partially Malay,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,129559,131329,#nc	nc	nc	nc	nc	nc	nc,,kasuari,∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅
kasuari_0043,mckalamang,naun naunun nasuarik a naun owabain to sabaorkin,#	naun	naun	-un	nasuarik	a	naun	owa	=ba-in	to	Sabaor	=kin,#	soil	soil	-3POSS	scattered	FIL	soil	over_there	=FOC-VOL	right	Buruwai	=POSS,"soil, his soil scattered, the soil from over there, from Sebakor",en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,131329,136570,##	nc_np	np:s	-rn_pro:poss	v:pred	nc	np:dt_s	rn	=rn	rn	rn_pn_np	=rn,,kasuari,∅	112	112	103	∅	∅	112	∅	∅	∅	107	∅,∅	112	112	103	∅	∅	112	∅	∅	∅	107	∅,∅	new	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
kasuari_0044,mckalamang,naun nasuarik ma koi bal mat sarie kelaka mengga era,#	naun	nasuarik	#	ma	koi	bal	ma	=at	sarie	#	ZERO	kelak	=ka	mengga	era,#	soil	scattered	#	3SG	then	dog	3SG	=OBJ	chase	#	ZERO	mountain	=LAT	DIST.LAT	move_up,"The soil scattered, then the dog chased him up the mountain there.",en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,137700,141425,##	np:s	v:pred	##	nc	other	np.n:a	pro.n:p	=rn	v:pred	##	0.n:s	np:g	=rn	lv	v:pred,,kasuari,∅	112	∅	∅	∅	∅	103	104	∅	∅	∅	102	118	∅	∅	∅,∅	112	∅	∅	∅	∅	103	104	∅	∅	∅	102	118	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅
kasuari_0045,mckalamang,ma bo sarit burewungga bara,#	ma	bo	sarit	Burewun	=gga	bara,#	3SG	go	shoal	Burewun	=LAT	descend,"He went down to Burewun shoal,",en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,142209,144177,##	pro.n:s	lv	pn_np:g	rn	=rn	v:pred,,kasuari,∅	104	∅	113	∅	∅	∅,∅	104	∅	113	∅	∅	∅,∅	∅	∅	new	∅	∅	∅
kasuari_0046,mckalamang,to,to,right,right.,en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,145257,145657,nc,,kasuari,∅,∅,∅
kasuari_0047,mckalamang,ma sarit burewungga bara,#	ma	sarit	Burewun	=ka	bara,#	3SG	shoal	Burewun	=LAT	descend,He went down to Burewun shoal.,en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,146601,148697,##	pro.n:s	pn_np:g	rn	=rn	v:pred,,kasuari,∅	104	113	∅	∅	∅,∅	104	113	∅	∅	∅,∅	∅	∅	∅	∅	∅
kasuari_0048,mckalamang,ma dalangi pasierko yie marua,#	ma	dalang	=i	pasier	=ko	yie	marua,#	3SG	jump	=PLNK	sea	=LOC	swim	move_towards_sea,He jumped into the sea and swam seawards.,en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,148900,151320,##	pro.n:s	lv	=lv	np:l	=rn	lv	v:pred,,kasuari,∅	104	∅	∅	109	∅	∅	∅,∅	104	∅	∅	109	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅
kasuari_0049,mckalamang,balnan ma dalangi pasierko yie marua,#	bal-nan	ma	dalang	=i	pasier	=ko	yie	marua,#	dog-too	3SG	jump	=PLNK	sea	=LOC	swim	move_towards_sea,The dog also jumped into the sea and swam seawards.,en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,151529,153113,##	np.n:s	pro.n:appos	lv	=lv	np:l	=rn	lv	v:pred,,kasuari,∅	103	103	∅	∅	109	∅	∅	∅,∅	103	103	∅	∅	109	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅
kasuari_0050,mckalamang,mier nausarie,#	mier	nau=	sarie,#	3DU	RECP=	chase,They chased each other.,en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,153113,154640,##	pro.n:s	=lv	v:pred,,kasuari,∅	102	∅	∅,∅	102	∅	∅,∅	∅	∅	∅
kasuari_0051,mckalamang,mier nausarie,#	mier	nau=	sarie,#	3DU	RECP=	chase,They chased each other.,en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,154640,156305,##	pro.n:s	=lv	v:pred,,kasuari,∅	102	∅	∅,∅	102	∅	∅,∅	∅	∅	∅
kasuari_0052,mckalamang,kasawari he metko telin,#	kasawari	he	metko	telin,#	cassowary	IAM	DIST.LOC	stay,"The cassowary stayed there,",en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,156305,157577,##	np.n:s	other	np:l	v:pred,,kasuari,∅	104	∅	109	∅,∅	104	∅	109	∅,∅	∅	∅	∅	∅
kasuari_0053,mckalamang,maruan maruan,#	ZERO	marua-n	marua-n,#	ZERO	move_towards_sea-N	move_towards_sea-N,"going seawards, seawards.",en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,157577,159201,##	0.n:s	v:pred	nc,,kasuari,∅	102	∅	∅,∅	102	∅	∅,∅	∅	∅	∅
kasuari_0054,mckalamang,kasawari he telin balnan se telin,#	kasawari	he	telin	#	bal-nan	se	telin,#	cassowary	IAM	stay	#	dog-too	IAM	stay,"The cassowary stayed, the dog stayed too.",en,MORPHEME_ALIGNED,,kasuari_mp3 kasuari_wav kasuari_eaf kasuari_xml kasuari_tsv,,159600,163280,##	np.n:s	other	v:pred	##	np.n:s	other	v:pred,,kasuari,∅	104	∅	∅	∅	103	∅	∅,∅	104	∅	∅	∅	103	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅
